ts,protocol,selected_protocol,source,device,message,word_count,closest_label,distance_m,direction,action_category,t_frame_received,t_detection_done,t_decision_started,t_message_generated,t_tts_requested,t_audio_started,t_audio_completed,detection_latency_ms,decision_latency_ms,speech_latency_ms,response_latency_ms,cascaded_latency_ms,improvement_pct,is_duplicate,overlap_skipped
1777842925.127,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777842925.085,1777842925.015,1777842925.093,1777842925.093,1777842925.093,1777842925.127,1777842926.588,-69.88,0.04,34.22,42.22,2242.22,98.12,False,False
1777842937.131,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777842937.089,1777842937.065,1777842937.097,1777842937.097,1777842937.097,1777842937.131,1777842938.573,-24.11,0.05,33.45,41.71,2241.71,98.14,False,False
1777842941.934,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777842941.883,1777842941.837,1777842941.928,1777842941.928,1777842941.928,1777842941.934,1777842943.367,-45.84,0.06,5.88,50.94,2250.94,97.74,False,False
1777842943.431,adaptive,adaptive,auto,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777842943.422,1777842943.381,1777842943.431,1777842943.431,1777842943.431,,,-40.61,0.03,,,,,True,False
1777842945.001,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777842944.961,1777842944.918,1777842944.97,1777842944.97,1777842944.97,1777842945.001,1777842946.396,-43.6,0.03,31.5,39.76,2239.76,98.22,False,False
1777842946.498,adaptive,adaptive,auto,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777842946.49,1777842946.421,1777842946.498,1777842946.498,1777842946.498,,,-68.39,0.02,,,,,True,False
1777842958.511,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777842958.493,1777842958.482,1777842958.502,1777842958.502,1777842958.502,1777842958.511,1777842959.966,-11.67,0.03,9.15,17.75,2217.75,99.2,False,False
1777842960.032,adaptive,adaptive,auto,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777842960.025,1777842959.816,1777842960.032,1777842960.032,1777842960.032,,,-209.62,0.03,,,,,True,False
1777842961.582,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777842961.55,1777842961.542,1777842961.561,1777842961.561,1777842961.561,1777842961.582,1777842963.092,-8.71,0.05,20.31,31.49,2231.49,98.59,False,False
1777842963.156,adaptive,adaptive,auto,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777842963.088,1777842963.154,1777842963.156,1777842963.156,1777842963.156,,,66.25,0.03,,,,,True,False
1777842963.205,adaptive,adaptive,auto,iphone,"Obstacle ahead, move right.",4,Chair,0.951,ahead,directional,1777842963.194,1777842963.154,1777842963.205,1777842963.205,1777842963.205,,,-39.87,0.03,,,,,True,False
1777842963.093,adaptive,adaptive,det,iphone,"Obstacle ahead, move right.",4,Chair,0.965,ahead,directional,1777842961.69,1777842961.542,1777842961.694,1777842961.694,1777842961.694,1777842963.093,1777842964.612,-148.21,0.04,1399.76,1403.6,3603.6,61.05,False,False
1777842964.743,adaptive,adaptive,det,iphone,"Obstacle ahead, move right.",4,Chair,0.924,ahead,directional,1777842964.723,1777842964.597,1777842964.731,1777842964.731,1777842964.731,1777842964.743,1777842965.993,-125.94,0.02,11.75,19.86,2219.86,99.11,False,False
1777842966.267,adaptive,adaptive,auto,iphone,"Obstacle ahead, move right.",4,Chair,0.924,ahead,directional,1777842966.258,1777842966.085,1777842966.267,1777842966.267,1777842966.267,,,-172.42,0.03,,,,,True,False
1777842975.169,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777842975.155,1777842974.95,1777842975.164,1777842975.164,1777842975.164,1777842975.169,1777842975.576,-205.49,0.03,4.92,13.57,2213.57,99.39,False,False
1777842976.665,adaptive,adaptive,auto,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777842976.656,1777842976.656,1777842976.665,1777842976.665,1777842976.665,,,-0.71,0.05,,,,,True,False
1777842978.219,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777842978.186,1777842977.993,1777842978.194,1777842978.194,1777842978.194,1777842978.219,1777842979.643,-192.92,0.02,25.28,32.9,2232.9,98.53,False,False
1777842979.695,adaptive,adaptive,auto,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777842979.685,1777842979.682,1777842979.695,1777842979.695,1777842979.695,,,-3.2,0.04,,,,,True,False
1777842991.719,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777842991.691,1777842991.579,1777842991.697,1777842991.698,1777842991.698,1777842991.719,1777842993.148,-112.29,0.29,20.95,27.29,2227.29,98.77,False,False
1777842993.213,adaptive,adaptive,auto,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777842993.204,1777842993.042,1777842993.213,1777842993.213,1777842993.213,,,-161.9,0.03,,,,,True,False
1777842994.771,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777842994.735,1777842994.705,1777842994.741,1777842994.741,1777842994.741,1777842994.771,1777842996.203,-29.71,0.05,29.89,36.19,2236.19,98.38,False,False
1777842996.284,adaptive,adaptive,auto,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777842996.275,1777842996.029,1777842996.284,1777842996.284,1777842996.284,,,-245.77,0.04,,,,,True,False
1777843008.314,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777843008.299,1777843008.246,1777843008.306,1777843008.307,1777843008.307,1777843008.314,1777843009.812,-53.31,0.04,7.62,14.81,2214.81,99.33,False,False
1777843009.834,adaptive,adaptive,auto,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777843009.825,1777843009.633,1777843009.834,1777843009.834,1777843009.834,,,-192.2,0.02,,,,,True,False
1777843011.382,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777843011.356,1777843011.248,1777843011.361,1777843011.361,1777843011.361,1777843011.382,1777843012.849,-108.22,0.02,20.6,26.01,2226.01,98.83,False,False
1777843012.865,adaptive,adaptive,auto,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777843012.859,1777843012.766,1777843012.865,1777843012.865,1777843012.865,,,-93.03,0.03,,,,,True,False
1777843024.888,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777843024.859,1777843024.804,1777843024.867,1777843024.867,1777843024.867,1777843024.888,1777843026.365,-54.77,0.03,20.73,28.98,2228.98,98.7,False,False
1777843026.406,adaptive,adaptive,auto,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777843026.397,1777843026.295,1777843026.406,1777843026.406,1777843026.406,,,-102.23,0.02,,,,,True,False
1777843027.93,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777843027.905,1777843027.622,1777843027.911,1777843027.911,1777843027.911,1777843027.93,1777843029.41,-282.37,0.02,18.93,25.14,2225.14,98.87,False,False
1777843029.433,adaptive,adaptive,auto,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777843029.428,1777843029.307,1777843029.433,1777843029.433,1777843029.433,,,-121.18,0.02,,,,,True,False
1777843041.497,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777843041.457,1777843041.184,1777843041.464,1777843041.464,1777843041.464,1777843041.497,1777843042.024,-273.75,0.03,32.25,39.4,2239.4,98.24,False,False
1777843043.01,adaptive,adaptive,auto,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777843043.002,1777843042.958,1777843043.01,1777843043.01,1777843043.01,,,-43.62,0.02,,,,,True,False
1777843044.532,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777843044.521,1777843044.253,1777843044.529,1777843044.529,1777843044.529,1777843044.532,1777843046.047,-268.24,0.03,3.3,10.62,2210.62,99.52,False,False
1777843046.06,adaptive,adaptive,auto,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777843046.053,1777843045.988,1777843046.06,1777843046.06,1777843046.06,,,-64.95,0.04,,,,,True,False
1777843054.952,adaptive,adaptive,det,iphone,"Person left, 2.0 meters.",4,Person,2.007,left,info,1777843054.925,1777843054.916,1777843054.932,1777843054.933,1777843054.933,1777843054.952,1777843056.321,-8.86,0.05,19.11,26.81,2226.81,98.8,False,False
1777843058.089,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777843058.069,1777843058.038,1777843058.074,1777843058.074,1777843058.074,1777843058.089,1777843059.508,-31.37,0.02,14.93,20.13,2220.13,99.09,False,False
1777843059.595,adaptive,adaptive,auto,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777843059.587,1777843059.413,1777843059.595,1777843059.595,1777843059.595,,,-173.54,0.02,,,,,True,False
1777843061.125,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777843061.094,1777843061.091,1777843061.099,1777843061.099,1777843061.099,1777843061.125,1777843062.56,-2.83,0.03,25.61,30.63,2230.63,98.63,False,False
1777843062.601,adaptive,adaptive,auto,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777843062.596,1777843062.476,1777843062.601,1777843062.601,1777843062.601,,,-119.24,0.03,,,,,True,False
1777843065.427,adaptive,adaptive,det,iphone,"Wheel left, 3.1 meters.",4,Wheel,3.065,left,info,1777843065.393,1777843065.348,1777843065.404,1777843065.404,1777843065.404,1777843065.427,1777843068.219,-45.35,0.04,23.6,34.26,2234.26,98.47,False,False
1777843068.22,adaptive,adaptive,det,iphone,"Bicycle wheel left, 2.3 meters.",5,Bicycle wheel,2.292,left,info,1777843067.2,1777843067.194,1777843067.208,1777843067.208,1777843067.208,1777843068.22,1777843069.959,-6.19,0.06,1011.89,1020.09,3220.09,68.32,False,False
1777843074.614,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777843074.596,1777843074.586,1777843074.604,1777843074.604,1777843074.604,1777843074.614,1777843075.607,-9.56,0.07,9.38,18.11,2218.11,99.18,False,False
1777843076.118,adaptive,adaptive,auto,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777843076.108,1777843075.832,1777843076.118,1777843076.118,1777843076.119,,,-275.37,0.02,,,,,True,False
1777843077.66,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777843077.63,1777843077.595,1777843077.638,1777843077.638,1777843077.638,1777843077.66,1777843078.372,-35.68,0.02,22.14,29.73,2229.73,98.67,False,False
1777843079.168,adaptive,adaptive,auto,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777843079.159,1777843078.971,1777843079.168,1777843079.168,1777843079.168,,,-188.02,0.04,,,,,True,False
1777843091.206,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777843091.17,1777843091.018,1777843091.18,1777843091.18,1777843091.18,1777843091.206,1777843092.193,-152.22,0.05,26.12,36.06,2236.06,98.39,False,False
1777843092.716,adaptive,adaptive,auto,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777843092.707,1777843092.675,1777843092.716,1777843092.716,1777843092.716,,,-31.58,0.02,,,,,True,False
1777843094.238,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777843094.228,1777843094.093,1777843094.233,1777843094.233,1777843094.233,1777843094.238,1777843095.654,-135.38,0.02,5.13,9.91,2209.91,99.55,False,False
1777843095.852,adaptive,adaptive,auto,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777843095.782,1777843095.634,1777843095.852,1777843095.852,1777843095.852,,,-147.82,0.03,,,,,True,False
1777843095.788,adaptive,adaptive,det,iphone,"Obstacle ahead, move right.",4,Person,0.89,ahead,directional,1777843095.782,1777843095.634,1777843095.785,1777843095.785,1777843095.785,1777843095.788,1777843097.312,-147.82,0.05,2.87,6.03,2206.03,99.73,False,False
1777843105.873,adaptive,adaptive,det,iphone,"Wheel left, 4.5 meters.",4,Wheel,4.483,left,info,1777843105.856,1777843105.78,1777843105.863,1777843105.863,1777843105.863,1777843105.873,1777843107.906,-75.88,0.03,9.89,17.17,2217.17,99.23,False,False
1777843107.907,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777843107.861,1777843107.732,1777843107.87,1777843107.87,1777843107.87,1777843107.907,1777843109.363,-129.29,0.02,36.62,46.02,2246.02,97.95,False,False
1777843109.409,adaptive,adaptive,auto,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777843109.399,1777843109.392,1777843109.409,1777843109.409,1777843109.409,,,-7.55,0.03,,,,,True,False
1777843112.48,adaptive,adaptive,auto,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777843112.471,1777843112.456,1777843112.48,1777843112.48,1777843112.48,,,-14.88,0.04,,,,,True,False
1777843110.945,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777843110.93,1777843110.807,1777843110.938,1777843110.938,1777843110.938,1777843110.945,1777843112.497,-122.47,0.03,6.52,14.62,2214.62,99.34,False,False
1777843123.118,adaptive,adaptive,det,iphone,"Chair left, 2.2 meters.",4,Chair,2.221,left,info,1777843123.098,1777843123.084,1777843123.108,1777843123.108,1777843123.108,1777843123.118,1777843124.54,-14.01,0.06,9.73,19.36,2219.36,99.13,False,False
1777843124.541,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777843124.501,1777843124.497,1777843124.509,1777843124.509,1777843124.509,1777843124.541,1777843124.893,-3.99,0.01,31.83,39.85,2239.85,98.22,False,False
1777843126.028,adaptive,adaptive,auto,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777843126.021,1777843125.91,1777843126.028,1777843126.028,1777843126.028,,,-111.4,0.03,,,,,True,False
1777843127.532,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777843127.527,1777843127.409,1777843127.528,1777843127.528,1777843127.528,1777843127.532,1777843128.942,-118.05,0.02,4.08,5.83,2205.83,99.74,False,False
1777843129.029,adaptive,adaptive,auto,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777843129.024,1777843128.774,1777843129.029,1777843129.029,1777843129.029,,,-249.72,0.03,,,,,True,False
1777843134.622,adaptive,adaptive,det,iphone,"Obstacle ahead, move right.",4,Chair,1.571,ahead,directional,1777843134.291,1777843134.288,1777843134.299,1777843134.299,1777843134.299,1777843134.622,1777843136.88,-2.99,0.05,323.48,331.43,2531.43,86.91,False,False
1777843141.065,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777843141.031,1777843141.036,1777843141.037,1777843141.037,1777843141.037,1777843141.065,1777843142.553,4.76,0.03,27.51,33.4,2233.4,98.5,False,False
1777843142.645,adaptive,adaptive,auto,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777843142.643,1777843142.529,1777843142.645,1777843142.645,1777843142.645,,,-113.05,0.04,,,,,True,False
1777843142.554,adaptive,adaptive,det,iphone,"Obstacle ahead, move right.",4,Bicycle,1.848,ahead,directional,1777843142.423,1777843142.38,1777843142.43,1777843142.431,1777843142.431,1777843142.554,1777843143.265,-43.39,0.05,123.46,130.82,2330.82,94.39,False,False
1777843144.172,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777843144.161,1777843144.159,1777843144.171,1777843144.171,1777843144.171,1777843144.172,1777843145.663,-2.28,0.03,1.58,11.05,2211.05,99.5,False,False
1777843145.744,adaptive,adaptive,auto,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777843145.661,1777843145.661,1777843145.744,1777843145.744,1777843145.744,,,-0.28,0.03,,,,,True,False
1777843145.664,adaptive,adaptive,det,iphone,"Obstacle ahead, move right.",4,Bicycle,1.0,ahead,directional,1777843144.564,1777843144.548,1777843144.573,1777843144.573,1777843144.573,1777843145.664,1777843147.253,-15.58,0.03,1091.07,1100.71,3300.71,66.65,False,False
1777843147.256,adaptive,adaptive,det,iphone,"Person left, 4.6 meters.",4,Person,4.564,left,info,1777843145.303,1777843145.304,1777843145.31,1777843145.31,1777843145.31,1777843147.256,1777843149.178,1.21,0.03,1946.09,1953.42,4153.42,52.97,False,False
1777892125.45,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777892125.424,,1777892125.437,1777892125.438,1777892125.438,1777892125.45,1777892127.228,,0.04,12.82,26.38,2226.38,98.82,False,False
1777892135.622,adaptive,adaptive,det,iphone,"Obstacle on your left, move right.",6,Woman,0.913,left,directional,1777892135.592,1777892135.582,1777892135.604,1777892135.604,1777892135.604,1777892135.622,1777892136.771,-10.38,0.03,17.55,29.06,2229.06,98.7,False,False
1777892137.475,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777892137.441,1777892137.441,1777892137.45,1777892137.45,1777892137.45,1777892137.475,1777892138.893,0.33,0.02,25.19,34.39,2234.39,98.46,False,False
1777892139.755,adaptive,adaptive,guide,iphone,"Obstacle on your left, move right.",6,obstacle,1.5,left,directional,1777892139.74,1777892139.697,1777892139.751,1777892139.751,1777892139.751,1777892139.755,1777892142.33,-42.35,0.02,4.31,15.18,2215.18,99.31,False,False
1777892144.557,adaptive,adaptive,guide,iphone,"Obstacle on your left, move right.",6,obstacle,1.5,left,directional,1777892144.532,1777892144.538,1777892144.545,1777892144.545,1777892144.545,1777892144.557,1777892147.097,5.53,0.03,12.94,25.2,2225.2,98.87,False,False
1777892147.652,adaptive,adaptive,det,iphone,Stop. Obstacle ahead.,3,Chair,0.629,left,stop,1777892147.611,1777892147.574,1777892147.623,1777892147.623,1777892147.623,1777892147.652,1777892147.943,-36.88,0.02,28.76,40.4,2240.4,98.2,False,False
1777892149.247,adaptive,adaptive,auto,iphone,Stop. Obstacle ahead.,3,Chair,0.669,left,stop,1777892149.234,1777892149.121,1777892149.247,1777892149.247,1777892149.247,,,-113.0,0.02,,,,,True,False
1777892150.769,adaptive,adaptive,auto,iphone,"Obstacle on your left, move right.",6,Chair,0.947,left,directional,1777892150.76,1777892150.736,1777892150.769,1777892150.769,1777892150.769,,,-24.41,0.02,,,,,True,False
1777892150.907,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777892150.847,1777892150.736,1777892150.854,1777892150.854,1777892150.854,1777892150.907,1777892152.322,-110.57,0.02,52.41,60.14,2260.14,97.34,False,False
1777892157.623,adaptive,adaptive,guide,iphone,"Obstacle on your left, move right.",6,obstacle,1.5,left,directional,1777892157.601,1777892157.304,1777892157.601,1777892157.602,1777892157.602,1777892157.623,1777892160.282,-296.42,0.03,21.4,22.28,2222.28,99.0,False,False
1777892160.283,adaptive,adaptive,guide,iphone,"Obstacle on your right, move left.",6,obstacle,1.5,right,directional,1777892160.201,1777892160.195,1777892160.218,1777892160.218,1777892160.218,1777892160.283,1777892160.622,-5.26,0.04,65.44,82.58,2282.58,96.38,False,False
1777892162.837,adaptive,adaptive,guide,iphone,"Obstacle on your left, move right.",6,obstacle,1.5,left,directional,1777892162.821,1777892162.801,1777892162.83,1777892162.83,1777892162.83,1777892162.837,1777892165.499,-20.09,0.03,6.9,15.99,2215.99,99.28,False,False
1777892165.499,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777892162.833,1777892162.801,1777892162.991,1777892162.991,1777892162.991,1777892165.499,1777892166.283,-32.69,0.05,2508.04,2665.91,4865.91,45.21,False,False
1777892169.674,adaptive,adaptive,auto,iphone,"Obstacle ahead, move right.",4,Person,1.08,ahead,directional,1777892169.667,1777892169.644,1777892169.674,1777892169.674,1777892169.674,,,-22.9,0.02,,,,,True,False
1777892173.36,adaptive,adaptive,det,iphone,Stop. Obstacle ahead.,3,Clothing,0.537,ahead,stop,1777892173.23,1777892173.088,1777892173.234,1777892173.234,1777892173.234,1777892173.36,1777892174.792,-142.32,0.03,126.25,129.8,2329.8,94.43,False,False
1777892175.018,adaptive,adaptive,auto,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777892175.007,1777892174.784,1777892175.018,1777892175.018,1777892175.018,,,-222.83,0.02,,,,,True,False
1777892177.689,adaptive,adaptive,det,iphone,"Person left, 2.8 meters.",4,Person,2.814,left,info,1777892177.678,1777892177.658,1777892177.686,1777892177.686,1777892177.686,1777892177.689,1777892180.494,-20.38,0.02,3.54,10.97,2210.97,99.5,False,False
1777892184.52,adaptive,adaptive,det,iphone,"Person left, 2.3 meters.",4,Person,2.297,left,info,1777892184.503,1777892184.489,1777892184.512,1777892184.512,1777892184.512,1777892184.52,1777892187.03,-14.39,0.05,8.33,17.07,2217.07,99.23,False,False
1777892187.031,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777892187.014,1777892187.002,1777892187.019,1777892187.019,1777892187.019,1777892187.031,1777892188.481,-11.89,0.02,11.92,17.29,2217.29,99.22,False,False
1777892193.711,adaptive,adaptive,det,iphone,"Woman left, 2.0 meters.",4,Woman,2.007,left,info,1777892193.672,1777892193.553,1777892193.679,1777892193.679,1777892193.679,1777892193.711,1777892196.578,-119.77,0.04,32.35,39.13,2239.13,98.25,False,False
1777892199.052,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777892199.038,1777892199.024,1777892199.046,1777892199.046,1777892199.046,1777892199.052,1777892200.534,-13.48,0.04,6.16,14.31,2214.31,99.35,False,False
1777892200.536,adaptive,adaptive,det,iphone,"Person left, 2.6 meters.",4,Person,2.617,left,info,1777892200.39,1777892200.353,1777892200.394,1777892200.394,1777892200.394,1777892200.536,1777892203.482,-37.52,0.03,141.38,145.09,2345.09,93.81,False,False
1777892203.483,adaptive,adaptive,det,iphone,"Houseplant ahead, 2.6 meters.",4,Houseplant,2.617,ahead,info,1777892203.037,1777892202.981,1777892203.043,1777892203.043,1777892203.043,1777892203.483,1777892204.396,-56.0,0.05,440.19,446.37,2646.37,83.13,False,False
1777892207.488,adaptive,adaptive,det,iphone,"Obstacle ahead, move right.",4,Person,1.122,ahead,directional,1777892207.469,1777892207.264,1777892207.476,1777892207.476,1777892207.476,1777892207.488,1777892209.748,-204.95,0.03,12.78,19.57,2219.57,99.12,False,False
1777892210.674,adaptive,adaptive,det,iphone,"Houseplant ahead, 2.0 meters.",4,Houseplant,2.032,ahead,info,1777892210.639,1777892210.64,1777892210.652,1777892210.652,1777892210.652,1777892210.674,1777892211.121,0.64,0.03,22.26,35.31,2235.31,98.42,False,False
1777892211.123,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777892211.05,1777892210.935,1777892211.068,1777892211.069,1777892211.069,1777892211.123,1777892211.486,-114.92,0.07,54.97,73.7,2273.7,96.76,False,False
1777892212.343,adaptive,adaptive,auto,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777892212.336,1777892212.164,1777892212.343,1777892212.343,1777892212.343,,,-171.72,0.04,,,,,True,False
1777892213.927,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777892213.872,1777892213.783,1777892213.879,1777892213.879,1777892213.879,1777892213.927,1777892215.385,-89.49,0.02,48.18,54.74,2254.74,97.57,False,False
